timestamp,temperature,pH
2025-01-01 00:00:00,35.874846619301806,7.057335134118543
2025-01-01 01:00:00,37.08297999408662,6.907983862065829
2025-01-01 02:00:00,37.15228377093456,6.975368988682079
2025-01-01 03:00:00,37.03228469085617,6.963112728611589
2025-01-01 04:00:00,36.613510013390545,6.99267734795079
2025-01-01 05:00:00,37.69037248297777,6.9578065284017825
2025-01-01 06:00:00,37.46913520169896,6.924123703036773
2025-01-01 07:00:00,36.231734969510924,7.081854263365086
2025-01-01 08:00:00,36.64318707621306,7.150830845196046
2025-01-01 09:00:00,36.54260333036773,7.14017483820088
2025-01-01 10:00:00,37.237283773567256,7.18296505005876
2025-01-01 11:00:00,36.51007284220216,6.810827299598971
2025-01-01 12:00:00,37.29207217656335,7.124593735246058
2025-01-01 13:00:00,36.6205565089445,7.0475421617553735
2025-01-01 14:00:00,36.87269884081782,6.929438711933366
2025-01-01 15:00:00,37.25547167152055,7.006395622621163
2025-01-01 16:00:00,36.815956500251204,7.049448161217966
2025-01-01 17:00:00,37.12041969902246,7.048722613116562
2025-01-01 18:00:00,37.07069645591471,7.008957977451231
2025-01-01 19:00:00,37.369699415291926,7.075868783244427
2025-01-01 20:00:00,37.80964942293518,6.902666847522443
2025-01-01 21:00:00,37.50470479298504,6.9482385539036615
2025-01-01 22:00:00,37.19683025066141,6.954376562753621
2025-01-01 23:00:00,37.159187559673214,6.99808652119989
2025-01-02 00:00:00,37.21806376896221,7.04930851177289
2025-01-02 01:00:00,36.476372580764014,6.891921184827957
2025-01-02 02:00:00,37.24351143836729,7.0244871369283
2025-01-02 03:00:00,37.324470947337424,7.277531278095268
2025-01-02 04:00:00,36.24308905208382,7.043021098647629
2025-01-02 05:00:00,37.159208163526834,6.927709372013439
2025-01-02 06:00:00,37.82815958473257,7.021863135234483
2025-01-02 07:00:00,36.46930471120882,6.9378233715576005
2025-01-02 08:00:00,37.61090403331255,7.085507070251069
2025-01-02 09:00:00,37.20611802830656,6.791199903250983
2025-01-02 10:00:00,37.12526573520676,6.873439487539027
2025-01-02 11:00:00,36.233579665851714,6.929620663067219
2025-01-02 12:00:00,36.55259660069922,7.107008320438637
2025-01-02 13:00:00,36.69437155015942,7.136108304711865
2025-01-02 14:00:00,36.54517118501995,7.000023557385558
2025-01-02 15:00:00,36.26124779342094,6.916635037886572
2025-01-02 16:00:00,37.674398779669524,7.142056674501707
2025-01-02 17:00:00,36.78869905985739,7.036846859395427
2025-01-02 18:00:00,37.53102477244377,6.908131614476094
2025-01-02 19:00:00,37.41734860443436,6.940405782312241
2025-01-02 20:00:00,37.40465987244651,6.805312353401667
2025-01-02 21:00:00,36.84458696151919,6.81304076051161
2025-01-02 22:00:00,36.60571481925422,6.978822727927134
2025-01-02 23:00:00,37.122499710609816,7.0620725848543655
